Age,Temperature
107283.07,-4.87
107342.59,-5.83
107406.15,-5.03
107467.73,-5.52
107529.85,-4.91
107589.96,-5.58
107653.49,-5.63
107717.31,-5.54
107781.28,-6.25
107848.86,-6.23
107917.02,-6.39
107985.94,-6.46
108055.51,-6.38
108124.94,-6.52
108195.23,-6.81
108267.46,-6.89
108340.46,-7.51
108416.49,-6.36
108487.42,-6.97
108560.74,-6.53
108632.37,-6.88
108705.04,-6.36
108776.27,-7.19
108850.75,-6.43
108922.13,-6.46
108993.60,-7.74
109071.79,-6.31
109143.21,-5.81
109210.99,-6.25
109280.35,-6.08
109348.84,-5.39
109416.03,-7.04
109489.70,-5.81
109557.15,-5.62
109623.76,-5.58
109690.10,-5.61
109756.42,-5.41
109821.60,-5.01
109885.32,-6.62
109957.47,-5.67
110024.51,-4.25
110084.96,-5.35
110151.15,-6.42
110221.89,-5.62
110290.06,-5.58
110356.04,-4.47
110418.55,-5.12
110482.43,-5.27
110547.87,-5.26
110613.82,-5.57
110681.00,-5.41
110747.35,-4.78
110811.37,-5.29
110876.50,-4.80
110940.18,-4.93
111004.83,-5.45
111071.29,-5.00
111136.48,-4.96
111200.33,-4.12
111262.68,-5.73
111330.42,-5.77
111399.52,-4.69
111464.65,-5.41
111531.57,-5.19
111597.73,-4.44
111661.58,-5.43
111728.75,-5.47
111797.26,-5.25
111864.70,-5.18
111931.60,-4.83
111997.09,-5.38
112065.50,-5.62
112135.06,-4.48
112198.58,-4.60
112263.04,-5.14
112330.09,-5.63
112399.56,-4.60
112464.12,-4.15
112526.88,-5.07
112592.34,-4.02
112653.52,-3.82
112714.30,-4.36
112777.16,-4.77
112842.52,-4.64
112907.49,-4.49
112971.49,-4.09
113033.82,-4.10
113096.52,-5.08
113161.87,-3.21
113221.70,-3.64
113281.09,-3.98
113342.42,-3.53
113402.59,-4.35
113466.18,-4.62
113531.17,-3.73
113592.12,-3.42
113652.36,-4.69
113715.96,-3.26
113775.62,-3.06
113832.83,-2.82
113888.92,-3.18
113946.72,-3.03
114003.81,-2.83
114060.24,-2.87
114115.63,-2.01
114169.93,-3.14
114226.59,-2.96
114283.93,-3.08
114341.70,-2.55
114397.95,-2.02
114452.09,-3.09
114509.46,-3.31
114568.58,-3.27
114627.45,-2.69
114684.11,-2.42
114740.44,-1.63
114791.62,-1.84
114843.84,-2.49
114899.21,-2.85
114955.52,-2.17
115010.42,-2.45
115063.61,-0.96
115115.29,-2.16
115168.84,-1.92
115222.67,-2.18
115275.70,-1.21
115327.01,-2.60
115382.15,-2.12
115436.44,-2.36
115491.70,-2.23
115546.22,-2.07
115599.25,-1.62
115651.87,-2.28
115706.75,-2.60
115762.14,-1.63
115815.00,-1.42
115867.57,-2.61
115922.37,-1.71
115975.71,-1.63
116028.55,-2.56
116084.56,-1.42
116136.18,-1.73
116189.19,-3.03
116247.53,-1.55
116300.10,-0.81
116349.66,-1.21
116399.64,-1.01
116449.59,-1.24
116499.92,-1.02
116550.34,-1.60
116602.26,-1.48
116654.08,-1.19
116704.37,-0.56
116753.57,-1.32
116804.58,-1.71
116855.94,-0.30
116904.74,-0.79
116952.86,-0.43
117001.11,-0.99
117051.11,-1.56
117101.81,0.04
117149.32,-0.56
117196.91,-0.50
117244.86,-0.56
117292.91,-0.32
117340.07,0.34
117384.73,-0.70
117433.48,-0.76
117482.46,-0.20
117529.60,-0.39
117577.12,-0.37
117624.01,0.39
117669.98,-0.50
117717.28,-0.51
117764.53,0.40
117810.91,-0.41
117857.32,0.09
117904.65,-0.87
117953.56,-0.65
118000.96,1.38
118043.83,0.73
118086.67,1.14
118128.98,0.05
118175.21,-0.90
118223.74,0.22
118270.79,-0.32
118318.50,-0.70
118366.38,0.43
118412.23,0.50
118456.47,0.70
118501.37,-0.49
118548.55,0.16
118595.22,-0.09
118642.57,-0.35
118690.68,-0.07
118737.72,0.75
118781.74,-0.19
118828.58,0.29
118874.35,0.41
118918.47,1.33
118962.13,0.16
119005.29,1.60
119047.93,0.56
119091.66,0.61
119136.02,0.32
119181.62,0.19
119227.30,0.72
119272.07,0.28
119317.42,0.30
119362.53,0.87
119407.94,-0.33
119454.74,0.12
119500.77,1.29
119543.95,0.67
119587.95,1.37
119630.09,0.28
119674.90,0.89
119718.52,1.25
119759.96,2.11
119800.93,0.76
119843.87,0.66
119888.32,1.13
119931.27,0.47
119976.59,0.11
120022.50,0.84
120066.74,1.13
120110.39,0.59
120153.26,1.98
120194.86,0.59
120239.05,1.90
120279.06,1.54
120320.28,1.25
120362.01,1.47
120404.43,0.79
120447.67,1.14
120490.67,1.38
120532.73,0.99
120576.27,0.71
120620.39,0.96
120663.88,1.28
120706.86,1.02
120749.88,1.12
120792.68,1.85
120833.26,1.31
120875.08,1.59
120916.69,1.42
120958.16,1.58
120999.33,1.87
121039.66,2.50
121078.41,1.15
121120.54,1.08
121162.06,2.49
121202.79,1.22
121244.21,1.39
121286.38,1.38
121328.40,1.55
121370.21,1.37
121412.01,1.55
121452.93,2.33
121492.39,1.87
121532.03,2.88
121570.36,1.68
121610.92,0.98
121652.68,2.23
121692.89,2.36
121731.73,1.67
121772.66,1.52
121814.02,1.69
121854.79,2.14
121895.00,1.46
121936.65,0.47
121982.32,1.24
122025.35,1.50
122067.89,1.09
122110.19,1.71
122152.42,1.23
122194.82,1.80
122237.10,2.06
122276.70,2.31
122316.39,1.72
122355.65,2.71
122394.68,2.18
122435.44,1.28
122477.89,1.66
122519.14,1.99
122559.87,1.73
122600.60,1.78
122641.44,2.06
122681.26,2.21
122720.76,2.06
122760.91,1.65
122801.00,2.53
122839.93,2.71
122877.69,2.34
122917.64,1.07
122958.30,2.44
122998.59,2.09
123038.05,2.14
123077.97,1.65
123118.27,2.32
123159.97,0.52
123202.02,2.45
123242.46,2.37
123281.46,1.74
123322.69,1.29
123363.62,2.55
123404.65,1.09
123446.17,2.20
123486.35,1.48
123527.10,3.01
123566.48,1.48
123607.06,1.30
123648.86,2.39
123688.49,2.73
123726.31,2.30
123764.95,2.32
123804.79,1.52
123845.08,3.12
123882.34,2.31
123921.38,2.04
123960.61,2.47
124000.24,1.62
124041.36,0.83
124085.54,2.51
124124.33,2.46
124162.85,2.33
124200.23,3.77
124235.39,2.50
124273.03,2.96
124309.36,3.66
124345.41,1.93
124384.84,2.48
124423.69,2.11
124462.10,2.92
124501.20,1.39
124542.38,1.54
124584.57,0.84
124628.41,1.85
124669.56,2.13
124710.93,0.87
124754.38,0.60
124799.05,1.71
124841.17,2.10
124880.67,2.73
124919.81,1.57
124959.57,2.23
125000.62,1.11
125043.48,0.81
125088.23,2.05
125129.01,0.92
125172.35,1.27
125214.90,2.01
125256.18,1.74
125297.26,1.44
125339.46,0.96
125383.32,1.90
125424.47,1.68
125465.25,2.03
125505.55,1.99
125545.83,1.14
125588.80,1.27
125631.79,1.33
125674.44,1.50
125717.17,1.08
125759.85,1.62
125803.10,0.59
125848.23,0.21
125894.48,2.09
125935.34,1.39
125977.98,1.08
126021.50,1.11
126063.77,2.28
126105.76,0.79
126148.10,2.14
126188.90,0.84
126233.47,0.91
126276.93,2.06
126317.73,2.06
126359.44,0.43
126403.33,1.11
126448.19,0.33
126494.47,0.49
126540.62,1.33
126583.49,1.16
126626.23,1.77
126667.51,1.91
126708.47,1.50
126749.21,2.39
126788.54,2.60
126826.68,2.14
126865.56,2.29
126903.68,3.21
126940.33,2.53
126977.69,3.18
127015.08,2.14
127052.56,2.79
127090.17,3.20
127126.25,2.65
127164.15,1.90
127203.22,2.16
127242.68,2.25
127281.38,2.61
127318.88,2.86
127357.12,1.66
127396.72,1.89
127437.05,2.08
127475.67,2.98
127512.26,3.33
127548.32,2.44
127585.74,2.77
127622.48,2.95
127659.96,2.04
127697.80,2.95
127734.85,3.59
127773.32,3.25
127810.37,2.81
127845.65,4.40
127878.51,3.36
127912.61,3.93
127946.63,4.32
127979.10,4.43
128012.79,3.36
128046.58,3.97
128079.42,3.20
128112.85,3.47
128146.77,3.26
128181.64,4.38
128215.27,2.56
128249.14,4.79
128284.42,4.00
128317.01,2.90
128348.90,4.08
128380.27,3.46
128411.51,4.79
128442.71,4.71
128474.04,4.06
128505.51,4.86
128537.06,3.84
128567.30,3.10
128598.18,3.66
128630.84,4.84
128662.31,5.46
128693.61,3.96
128726.07,3.34
128758.58,4.30
128791.02,4.59
128822.28,4.51
128854.98,3.16
128889.16,3.79
128921.88,3.88
128955.81,2.35
128990.86,3.52
129024.48,3.66
129057.61,4.61
129090.45,3.38
129124.66,3.12
129158.12,4.09
129191.06,3.80
129223.70,3.77
129255.54,4.56
129286.76,2.65
129322.67,2.98
129358.32,2.88
129393.26,4.35
129425.21,3.44
129458.60,3.06
129492.83,3.77
129525.97,3.26
129559.68,3.32
129593.65,3.46
129627.24,3.37
129661.29,3.08
129696.28,1.93
129734.17,2.42
129769.73,3.70
129804.18,3.31
129837.70,2.92
129872.62,3.08
129907.08,3.35
129941.25,2.31
129977.17,2.72
130013.20,2.91
130048.76,3.39
130083.05,1.57
130121.55,2.12
130158.45,2.82
130193.95,2.19
130231.13,1.91
130268.49,2.61
130305.08,2.75
130340.94,1.67
130380.00,1.64
130417.49,3.25
130455.67,0.77
130495.66,1.14
130536.90,2.15
130575.08,1.55
130614.38,1.34
130654.97,0.89
130696.53,1.04
130738.14,1.00
130779.90,0.81
130822.06,0.90
130865.42,-0.18
130909.95,0.42
130954.36,0.63
130997.77,0.46
131041.42,0.40
131085.27,0.77
131128.16,0.35
131172.68,-0.32
131218.58,0.40
131263.85,0.49
131308.35,0.07
131352.51,0.75
131396.18,-0.23
131442.16,-0.12
131488.38,-1.67
131541.49,-1.17
131592.30,-0.69
131641.15,-1.13
131691.68,-1.09
131742.29,-1.59
131794.98,-1.52
131847.68,-1.76
131901.23,-1.78
131954.60,-1.38
132008.43,-2.85
132065.99,-2.60
132123.28,-1.52
132176.91,-1.66
132229.66,-1.33
132281.80,-2.10
132336.80,-2.32
132393.30,-2.28
132449.76,-3.15
132506.50,-2.13
132563.55,-3.14
132623.91,-3.27
132687.15,-2.73
132746.49,-3.46
132808.79,-3.27
132871.34,-3.74
132935.42,-3.55
132999.57,-4.35
133067.17,-4.13
133133.98,-3.03
133194.97,-3.21
133258.03,-4.71
133327.20,-4.68
133397.13,-3.57
133461.26,-2.99
133524.19,-3.70
133588.27,-4.48
133657.97,-4.80
133729.47,-5.32
133802.56,-3.66
133869.86,-5.02
133941.30,-4.84
134013.56,-5.18
134087.38,-5.70
134163.98,-4.65
134235.94,-5.61
134312.91,-5.48
134389.48,-5.47
134466.33,-5.89
134545.25,-5.79
134623.97,-5.76
134703.02,-6.31
134785.16,-6.07
134866.40,-6.29
134949.22,-6.88
135036.17,-8.34
135124.21,-6.99
135213.35,-7.66
135306.88,-7.77
135401.93,-7.73
135496.88,-7.80
135592.54,-7.15
135691.10,-6.83
135779.35,-8.01
135875.63,-7.47
135967.96,-6.54
136055.32,-7.39
136147.36,-8.39
136247.78,-7.89
136345.20,-8.48
136447.40,-8.73
136552.17,-8.77
136656.10,-8.27
136751.80,-8.51
136853.41,-8.12
136953.35,-8.46
137055.78,-8.68
137158.86,-7.44
137253.47,-7.46
137347.40,-8.28
137447.74,-8.11
137547.29,-7.77
137646.82,-8.35
137743.42,-8.59
137847.03,-8.19
137947.48,-7.77
138046.02,-8.33
138147.46,-8.06
138247.23,-8.49
138350.50,-8.53
138453.82,-7.93
138553.56,-8.85
138659.46,-9.01
138763.28,-8.78
138870.26,-9.43
138982.88,-9.07
139092.83,-8.94
139201.45,-9.32
139310.05,-8.77
139416.94,-8.54
139521.96,-8.57
139627.19,-8.85
139734.99,-9.14
139845.50,-8.48
139950.77,-9.13
140059.96,-8.01
140162.58,-9.19
140272.88,-9.11
140383.65,-8.47
140488.48,-8.22
140590.87,-9.06
140701.09,-8.67
140808.61,-9.02
140918.76,-9.13
141030.36,-9.17
141142.36,-8.76
141250.49,-8.84
141358.75,-8.38
141464.06,-8.81
141572.75,-9.33
141686.05,-8.00
141787.25,-7.95
141887.69,-8.51
141993.29,-7.82
142093.02,-8.42
142198.10,-8.78
142307.17,-9.29
142420.06,-8.61
142528.09,-8.71
142636.14,-8.15
142739.05,-8.27
142842.79,-7.66
142941.32,-8.23
143045.28,-8.91
143155.51,-8.84
143265.85,-9.04
143376.92,-8.04
143479.47,-7.50
143577.68,-8.51
143683.99,-9.10
143796.41,-8.35
143902.93,-9.09
144015.04,-8.87
144125.39,-8.07
144228.57,-7.64
144328.15,-8.30
144432.80,-8.34
144538.46,-8.47
144645.23,-7.93
144747.64,-8.47
144854.23,-8.27
144959.24,-7.91
145062.60,-8.96
145173.00,-8.22
145278.53,-8.10
145382.28,-7.92
145484.73,-8.99
145596.97,-8.39
145704.63,-8.80
145815.93,-9.29
145931.56,-8.82
146042.80,-7.38
146140.73,-8.09
146244.91,-8.48
146352.70,-8.33
146459.11,-7.97
146562.89,-8.18
146664.92,-6.82
146753.33,-8.33
146857.01,-7.65
146958.27,-7.90
147060.22,-7.54
147160.69,-8.26
147266.55,-8.62
147376.29,-8.78
147487.93,-8.87
147600.45,-8.49
147710.05,-8.80
147821.11,-8.07
147926.04,-7.33
148024.48,-7.35
148123.27,-8.20
148227.97,-7.66
148327.01,-7.15
148424.23,-7.94
148527.38,-8.15
148633.21,-8.38
148741.38,-8.31
148848.56,-7.65
148950.67,-8.14
149056.53,-8.31
149163.91,-8.09
149270.29,-8.49
149379.13,-7.86
149483.10,-7.86
149586.36,-6.91
149681.76,-7.84
149784.28,-6.92
149879.69,-7.14
149976.26,-7.00
150072.01,-6.96
150167.30,-6.92
150262.65,-7.17
150359.52,-7.04
150456.37,-7.55
150556.77,-7.55
150657.50,-7.31
150756.83,-7.53
150857.41,-7.43
150957.80,-7.66
151059.95,-7.77
151162.85,-7.42
151263.09,-7.16
151362.24,-8.11
151466.83,-7.01
151565.24,-7.60
151666.72,-7.70
151769.62,-7.65
151872.44,-7.76
151976.19,-7.81
152080.58,-7.93
152185.98,-7.61
152288.60,-7.43
152389.48,-7.66
152492.51,-7.40
152593.06,-7.17
152689.37,-7.45
152790.71,-8.14
152897.50,-7.83
152991.10,-7.88
153096.36,-7.88
153202.22,-8.07
153310.43,-8.65
153422.81,-7.91
153529.74,-7.89
153635.79,-7.64
153741.13,-7.97
153848.38,-8.36
153960.09,-9.10
154078.44,-9.00
154196.16,-8.03
154304.79,-8.19
154414.54,-8.43
154526.69,-8.63
154641.09,-9.28
154762.49,-9.03
154881.66,-8.72
154997.75,-9.09
155117.23,-8.93
155235.39,-8.48
155348.89,-8.53
155463.60,-9.25
155584.38,-8.36
155697.02,-8.38
155809.76,-8.62
155925.00,-8.99
156044.35,-9.92
156174.46,-10.03
156306.11,-9.58
156436.08,-8.78
156553.92,-8.96
156673.80,-9.61
156799.40,-8.53
156915.27,-8.94
157031.77,-8.77
157149.25,-8.64
157266.61,-9.52
157391.97,-9.16
157513.31,-8.27
157627.02,-8.41
157741.52,-8.82
157855.97,-8.48
157971.50,-9.04
158091.86,-8.95
158192.98,-9.02
158292.68,-9.73
158396.62,-9.07
158496.96,-8.11
158607.08,-7.92
158712.90,-7.57
158813.38,-7.29
158911.21,-6.06
159010.30,-6.52
159104.70,-5.74
159200.15,-6.86
159298.05,-7.49
159386.75,-6.99
159490.19,-6.93
159588.11,-7.30
159691.68,-7.38
159795.89,-7.58
159897.37,-7.96
160002.24,-7.46
160106.21,-7.47
160208.88,-7.39
160323.39,-7.70
160432.21,-7.57
160539.02,-7.57
160643.55,-8.17
160756.11,-8.02
160867.92,-8.10
160980.62,-8.23
161097.39,-8.00
161210.30,-9.04
161329.57,-8.87
161443.49,-8.13
161558.41,-7.24
161662.78,-6.93
161763.84,-7.54
161876.68,-6.73
161974.20,-6.62
162076.83,-6.39
162177.84,-6.47
162277.77,-6.21
162375.33,-6.91
162475.81,-6.17
162570.00,-7.32
162671.68,-7.82
162774.87,-6.83
162877.02,-6.97
162979.02,-6.88
163080.44,-6.92
163182.40,-7.45
163289.11,-7.12
163393.18,-8.58
163505.99,-8.52
163622.80,-7.40
163730.50,-7.12
163835.49,-8.40
163952.94,-9.28
164074.02,-8.93
164197.89,-9.49
164327.68,-9.12
164453.36,-8.38
164571.96,-8.62
164692.16,-8.75
164813.84,-8.54
164933.53,-8.25
165050.91,-9.19
165176.90,-8.92
165297.25,-8.64
165417.21,-7.77
165529.99,-8.19
165646.16,-8.73
165767.76,-8.39
165886.54,-8.19
166002.68,-8.00
166118.58,-9.08
166244.85,-8.54
166358.39,-8.15
166473.60,-7.63
166585.04,-8.60
166705.86,-8.34
166824.45,-8.88
166941.45,-7.38
167050.09,-7.61
167160.56,-7.54
167270.75,-7.56
167380.35,-7.34
167481.76,-6.98
167586.25,-7.95
167700.30,-7.41
167809.47,-7.16
167915.27,-6.32
168015.21,-6.79
168116.65,-6.06
168213.28,-5.83
168308.97,-6.76
168413.05,-7.09
168515.76,-6.46
168616.22,-6.68
168719.12,-8.14
168830.35,-7.89
168937.37,-6.46
169037.52,-6.58
169138.66,-6.49
169239.08,-6.79
169342.63,-7.53
169453.34,-7.63
169565.09,-7.54
169675.45,-6.64
169778.28,-6.59
169880.75,-8.03
169996.22,-7.65
170109.40,-7.91
170225.84,-8.13
170343.25,-8.31
170456.88,-8.12
170569.22,-8.27
170682.07,-8.12
170799.11,-8.18
170915.50,-8.44
171035.62,-8.56
171156.54,-8.13
171275.38,-8.28
171394.94,-7.40
171505.34,-6.97
171609.92,-6.55
171711.65,-6.03
171810.25,-6.64
171911.82,-5.92
172008.90,-5.84
172105.57,-6.68
172208.27,-6.10
172308.25,-7.10
172414.67,-6.76
172520.35,-7.45
172631.56,-6.71
172748.74,-7.46
172861.26,-7.64
172975.64,-8.46
173097.28,-7.40
173210.29,-8.14
173328.58,-7.61
173443.04,-8.17
173564.64,-8.18
173685.23,-8.70
173811.07,-8.32
173933.42,-8.07
174052.70,-7.99
174171.28,-8.12
174291.02,-7.81
174410.30,-8.38
174528.41,-7.56
174642.74,-7.98
174760.52,-7.37
174873.75,-7.87
174990.85,-8.41
175113.36,-7.46
175227.74,-7.62
175342.69,-7.95
175461.49,-8.15
175582.48,-8.89
175712.01,-8.87
175841.95,-9.23
175975.71,-8.60
176103.00,-8.53
176229.25,-8.68
176357.30,-8.87
176487.41,-8.28
176610.21,-8.28
176727.95,-8.11
176848.35,-6.94
176958.00,-6.79
177064.61,-5.61
177165.03,-6.33
177268.14,-6.84
177375.16,-6.76
177478.13,-6.61
177584.24,-7.93
177700.73,-5.84
177801.12,-5.71
177898.52,-5.40
177993.81,-5.99
178095.48,-5.85
178194.86,-6.32
178298.39,-6.54
178404.20,-6.69
178510.56,-5.93
178612.71,-7.00
178722.15,-6.92
178832.31,-7.05
178943.87,-7.46
179060.36,-8.03
179182.42,-8.68
179307.78,-8.16
179432.47,-8.83
179562.13,-8.58
179694.34,-8.20
179818.61,-7.13
179933.56,-8.95
180062.66,-8.39
180190.69,-7.47
180309.00,-8.26
180434.81,-8.60
180565.71,-8.68
180697.67,-9.02
180829.29,-8.10
180956.06,-8.49
181085.85,-8.29
181214.64,-9.00
181350.54,-8.79
181484.37,-8.32
181602.64,-9.08
181729.28,-9.06
181868.11,-8.55
182000.80,-9.24
182132.54,-8.89
182269.30,-8.02
182407.78,-8.51
182533.53,-8.41
182662.72,-8.84
182798.21,-8.74
182929.21,-8.84
183062.43,-8.77
183195.26,-9.23
183331.57,-8.32
183461.43,-9.26
183597.68,-9.20
183739.84,-8.84
183877.17,-8.31
184009.06,-8.55
184143.08,-8.35
184275.78,-9.04
184415.96,-8.82
184554.18,-8.43
184688.18,-9.15
184831.10,-8.66
184967.92,-8.35
185101.01,-7.87
185228.55,-7.51
185352.96,-8.50
185487.49,-8.41
185621.86,-8.22
185754.59,-8.34
185888.45,-7.89
186017.04,-7.84
186145.20,-7.77
186272.59,-7.65
186398.05,-7.69
186512.46,-7.33
186633.77,-6.47
186747.92,-7.03
186866.91,-6.75
186983.86,-6.63
187099.43,-6.63
187213.80,-5.54
187319.62,-5.62
187425.08,-5.83
187532.08,-5.09
187632.92,-5.02
187732.50,-4.38
187826.40,-3.89
187916.37,-4.32
188009.06,-4.03
188101.98,-5.69
188207.41,-5.69
188314.39,-5.64
188421.57,-5.57
188528.47,-6.58
188644.20,-6.12
188756.60,-6.20
188871.96,-6.62
188989.36,-5.45
189095.21,-6.11
189207.23,-6.11
189320.41,-6.73
189439.25,-6.73
189558.41,-6.27
189673.87,-6.51
189791.18,-6.66
189911.43,-7.43
190039.01,-6.31
190155.29,-6.71
190275.63,-7.02
190400.39,-7.99
190535.98,-8.01
190671.90,-7.08
190799.20,-8.06
190936.15,-6.97
191061.40,-7.18
191188.48,-7.27
191316.50,-6.74
191439.60,-6.91
191563.54,-6.28
191682.22,-6.93
191805.57,-5.48
191916.53,-5.74
192025.56,-4.75
192126.87,-4.94
192230.54,-4.67
192332.48,-4.77
192435.47,-6.51
192555.87,-5.96
192672.45,-6.64
192794.68,-6.17
192912.71,-6.02
193028.83,-5.43
193139.70,-6.58
193263.63,-7.47
193396.15,-6.60
193520.51,-6.75
193645.85,-6.81
193769.64,-6.99
193897.45,-6.22
194019.10,-7.26
194149.40,-5.95
194268.64,-6.79
194394.53,-6.20
194515.20,-6.21
194635.71,-5.98
194753.67,-5.67
194869.91,-6.57
194993.69,-5.34
195105.27,-4.88
195213.30,-5.35
195324.42,-5.06
195433.88,-5.05
195545.48,-5.35
195641.75,-4.47
195742.78,-5.15
195852.63,-4.91
195960.94,-4.93
196067.99,-3.80
196168.07,-4.96
196274.90,-4.56
196377.64,-4.90
196482.82,-4.39
196579.29,-4.81
196686.04,-4.59
196791.59,-4.20
196893.44,-3.96
196993.14,-3.87
197091.97,-3.68
197189.19,-3.20
197282.30,-3.43
197377.34,-3.57
197473.61,-3.57
197568.64,-3.00
197656.14,-2.76
197745.34,-3.10
197837.64,-2.92
197928.56,-2.86
198018.89,-2.67
198107.50,-2.16
198193.02,-2.60
198281.72,-3.61
198376.03,-2.58
198465.41,-2.74
198554.01,-1.71
198636.50,-1.81
198715.02,-2.29
198800.28,-2.86
198890.81,-2.51
198978.77,-2.19
199064.66,-2.25
199150.84,-2.38
199237.93,-2.04
199322.99,-2.46
199410.42,-2.17
199496.55,-2.28
199583.29,-2.64
199672.90,-2.68
199761.50,-1.37
199842.91,-1.73
199925.53,-1.93
200009.94,-2.29
200096.31,-1.65
200179.37,-2.55
200268.32,-2.63
200358.35,-2.43
200447.88,-2.47
200536.85,-2.41
200624.18,-1.73
200708.42,-2.21
200794.88,-2.13
200881.40,-2.26
200968.91,-2.29
201055.81,-1.42
201137.77,-3.17
201233.02,-2.51
201323.51,-2.10
201408.79,-1.78
201492.84,-1.68
201576.81,-2.50
201666.59,-2.94
201759.97,-2.94
201854.21,-3.22
201950.24,-2.92
202044.91,-3.88
202147.22,-3.70
202248.57,-3.69
202349.50,-3.24
202447.30,-3.69
202548.88,-4.33
202656.05,-4.14
202761.63,-3.58
202864.19,-4.67
202974.79,-4.93
203089.07,-4.71
203200.94,-4.22
203309.94,-5.14
203426.42,-4.11
203534.14,-4.74
203647.03,-4.82
203760.59,-4.48
203871.22,-4.21
203979.96,-4.92
204097.05,-4.78
204210.51,-4.09
204318.55,-4.34
204427.84,-4.02
204537.40,-3.34
204637.44,-3.93
204743.29,-4.54
204854.46,-3.97
204960.51,-3.31
205061.47,-3.43
205163.67,-3.35
205264.41,-3.40
205365.24,-3.40
205465.31,-2.67
205561.83,-3.89
205665.20,-3.00
205763.59,-3.02
205861.57,-3.41
205962.55,-3.53
206064.71,-3.29
206165.81,-3.24
206265.64,-3.01
206363.72,-2.60
206458.14,-2.22
206551.56,-3.06
206649.43,-3.23
206748.79,-2.75
206845.18,-3.77
206949.26,-2.98
207047.50,-2.89
207144.50,-2.94
207241.94,-3.08
207340.62,-3.27
207441.10,-2.76
207537.09,-2.98
207634.47,-2.46
207723.51,-2.39
207815.47,-2.29
207908.01,-2.87
208003.91,-2.35
208097.37,-2.41
208190.27,-2.19
208281.48,-2.62
208376.01,-2.61
208470.86,-2.74
208565.70,-1.95
208655.37,-1.69
208742.70,-2.24
208834.05,-2.38
208926.02,-1.64
209013.15,-1.67
209100.38,-2.32
209191.96,-1.80
209280.33,-2.53
209373.59,-2.19
209464.08,-1.40
209550.36,-2.39
209642.22,-1.46
209728.06,-2.24
209817.94,-1.35
209903.50,-1.77
209990.59,-1.49
210075.56,-1.84
210157.30,-0.24
210234.38,-1.39
210318.62,-1.55
210403.83,-1.27
210487.55,-1.29
210571.50,-2.21
210657.64,-1.80
210745.52,-2.43
210838.26,-2.01
210926.96,-1.12
211009.92,-1.11
211092.26,-1.76
211179.75,-2.33
211270.07,-1.07
211353.56,-1.39
211437.58,-2.06
211527.34,-2.05
211616.18,-2.48
211700.88,-2.01
211785.85,-2.34
211877.57,-2.03
211966.95,-1.74
212054.57,-2.01
212143.33,-1.50
212229.40,-2.75
212323.59,-2.14
212415.06,-2.62
212508.98,-2.59
212602.59,-2.27
212691.51,-1.81
212779.11,-1.99
212867.77,-2.00
212957.10,-2.30
213048.09,-1.89
213136.43,-1.58
213222.87,-2.38
213313.82,-1.96
213402.92,-1.93
213491.44,-2.75
213583.31,-2.70
213678.46,-3.02
213775.21,-1.98
213864.29,-1.41
213949.33,-1.76
214036.09,-2.67
214126.86,-2.50
214219.10,-1.86
214308.39,-2.59
214401.17,-2.09
214491.25,-1.81
214579.87,-1.98
214667.48,-1.92
214755.50,-1.83
214842.78,-1.39
214924.22,-2.25
215011.30,-1.00
215093.09,-1.39
215176.32,-1.17
215258.47,-1.77
215341.56,-1.64
215427.75,-1.70
215513.82,-1.46
215598.84,-2.25
215686.51,-2.01
215775.50,-2.51
215865.62,-2.22
215956.43,-2.39
216048.53,-2.50
216141.70,-2.90
216238.39,-3.19
216337.82,-2.82
216433.94,-2.89
216530.57,-2.78
216626.57,-2.95
216724.55,-3.72
216828.31,-3.72
216930.47,-4.04
217038.20,-4.11
217147.06,-4.00
217255.48,-4.45
217367.12,-4.00
217475.13,-3.50
217579.58,-4.87
217695.95,-4.77
217812.26,-4.66
217927.29,-4.23
218038.50,-5.39
218162.74,-5.88
218291.67,-5.00
218411.63,-5.25
218533.93,-5.45
218659.82,-5.16
218781.98,-5.23
218904.05,-4.80
219022.22,-4.96
219140.01,-5.88
219269.81,-5.51
219393.56,-5.08
219515.07,-5.29
219637.42,-6.11
219771.27,-5.98
219904.18,-6.08
220039.88,-5.69
220169.75,-6.34
220306.44,-6.34
220444.28,-6.89
220589.13,-6.52
220729.55,-6.92
220874.86,-6.74
221018.74,-6.96
221165.77,-7.47
221318.89,-7.03
221469.22,-8.77
221638.70,-8.16
221809.46,-7.38
221962.84,-7.01
222113.18,-7.57
222275.61,-8.08
222441.00,-8.20
222609.30,-8.16
222776.86,-8.07
222946.98,-8.72
223118.99,-8.15
223286.96,-8.70
223459.94,-7.99
223627.35,-8.69
223804.40,-8.57
223977.25,-8.65
224154.52,-8.08
224324.64,-8.56
224501.03,-8.07
224669.27,-7.98
224837.83,-8.01
225003.38,-7.46
225165.21,-7.76
225331.11,-7.96
225499.44,-6.52
225649.09,-6.64
225799.00,-6.36
225944.22,-6.02
226085.07,-5.19
226215.22,-4.55
226342.16,-6.13
226488.87,-5.75
226627.85,-6.53
226773.83,-6.24
226917.85,-5.78
227059.70,-6.48
227211.34,-6.43
227362.86,-7.36
227526.01,-7.57
227691.88,-7.77
227862.43,-7.21
228026.48,-7.83
228199.31,-8.31
228380.32,-8.18
228560.25,-8.33
228742.62,-8.15
228922.58,-8.12
229101.82,-7.51
229272.16,-7.23
229438.21,-5.87
229584.72,-6.27
229736.18,-4.89
