Age,Temperature
38886.3242,-6.59
38930.6836,-6.46
38976.0234,-7.78
39022.7617,-6.87
39068.5117,-5.95
39111.2344,-8.05
39161.1562,-7.73
39210.5312,-8.20
39261.2930,-8.05
39311.8086,-7.97
39362.1719,-8.20
39412.9141,-7.97
39463.3477,-8.03
39514.7539,-9.02
39569.0039,-9.20
39624.7969,-9.10
39679.8125,-8.18
39732.2891,-9.24
39787.2188,-7.83
39837.9180,-8.48
39889.7344,-7.74
39939.7812,-8.12
39989.6875,-7.20
40038.5508,-8.25
40088.5391,-7.74
40138.2930,-7.59
40188.3750,-8.63
40240.5078,-8.53
40293.4922,-8.41
40344.6562,-7.19
40393.5430,-7.54
40441.4102,-7.26
40490.3594,-8.54
40542.5703,-8.89
40596.8984,-8.72
40651.0938,-8.70
40705.2266,-8.82
40759.1953,-8.42
40812.0039,-8.14
40865.1484,-9.39
40919.6797,-8.15
40972.4219,-8.02
41023.1719,-7.77
41073.0273,-7.57
41123.3086,-8.58
41174.2188,-7.31
41222.5820,-6.45
41268.5273,-7.55
41316.6484,-7.58
41365.7305,-7.83
41415.8516,-8.57
41469.3281,-6.66
41515.5898,-8.83
41569.2031,-7.79
41620.0195,-8.73
41673.7695,-7.95
41724.9414,-8.22
41777.1836,-8.97
41832.4570,-8.36
41885.3594,-8.80
41940.1992,-8.74
41994.8242,-8.75
42049.6992,-9.06
42105.7656,-9.04
42161.1680,-8.22
42214.8008,-8.89
42268.1523,-7.52
42319.2695,-8.18
42370.8594,-8.36
42422.8047,-7.54
42472.7852,-7.55
42522.1875,-7.77
42572.6758,-8.46
42624.8398,-7.12
42673.6016,-8.52
42726.4883,-7.61
42776.5625,-7.94
42827.4922,-7.41
42876.2031,-6.75
42922.4609,-7.07
42969.4883,-7.02
43016.8047,-7.20
43063.7734,-6.62
43110.1172,-6.83
43156.8789,-7.51
43204.8594,-6.83
43252.4180,-8.03
43303.3516,-7.93
43354.0273,-6.47
43399.5273,-6.93
43446.5078,-7.36
43495.3125,-7.90
43546.0664,-8.06
43597.0898,-7.37
43646.6523,-7.57
43696.3242,-7.81
43746.0977,-7.22
43796.2344,-8.42
43848.7383,-8.68
43902.1836,-8.02
43953.5859,-7.94
44004.9023,-8.74
44058.3555,-8.66
44112.4062,-8.31
44165.9531,-8.82
44220.7422,-8.77
44276.0078,-8.44
44329.9648,-8.04
44381.8711,-7.04
44431.0469,-7.63
44481.8086,-8.73
44534.9688,-8.30
44588.0078,-8.46
44640.9766,-7.90
44692.2422,-7.57
44742.6680,-7.92
44793.7539,-7.80
44844.8242,-7.78
44895.5391,-7.57
44945.7812,-7.65
44996.1289,-7.75
45046.1680,-7.17
45095.0234,-7.12
45142.5430,-6.62
45189.4297,-7.04
45236.6836,-7.00
45284.1680,-6.92
45331.3555,-6.59
45377.3008,-6.79
45423.6797,-6.51
45469.9023,-6.97
45516.8398,-6.90
45562.1680,-5.27
45606.4023,-7.05
45651.8398,-6.19
45696.6992,-6.69
45742.3828,-5.44
45784.8477,-6.01
45827.0469,-5.35
45869.8086,-6.28
45912.3516,-4.25
45950.9570,-5.14
45991.8984,-6.03
46035.5586,-6.86
46080.4414,-5.80
46123.9727,-5.24
46165.1797,-6.38
46209.7617,-6.31
46253.8086,-6.12
46297.8125,-6.18
46341.4883,-5.70
46384.3516,-5.72
46426.6406,-4.85
46465.8281,-4.57
46503.7773,-4.03
46541.7500,-5.64
46583.0586,-5.51
46624.3125,-5.05
46665.5703,-5.68
46706.7891,-5.25
46748.3516,-6.58
46793.8125,-6.49
46839.5742,-6.86
46885.4414,-5.88
46930.0898,-6.44
46974.7695,-6.44
47019.8555,-6.17
47064.7266,-6.75
47111.0234,-6.80
47157.7344,-6.24
47202.5938,-6.44
47246.1719,-4.97
47289.3398,-6.67
47333.6016,-6.64
47380.2383,-7.15
47427.9141,-6.59
47474.2695,-6.97
47521.7969,-6.73
47568.6562,-7.00
47616.4492,-7.20
47663.9375,-6.24
47709.5664,-6.27
47755.2852,-7.13
47803.2578,-7.66
47852.4219,-6.65
47900.2695,-7.25
47949.9453,-8.94
48004.9102,-7.92
48057.9961,-8.02
48110.9883,-8.55
48164.9297,-7.94
48217.0703,-7.31
48267.7578,-7.99
48318.1914,-6.80
48366.5234,-6.63
48413.6953,-6.80
48460.9883,-7.31
48510.1289,-7.00
48558.3789,-8.51
48613.1289,-7.56
48663.7305,-6.93
48711.8320,-8.32
48765.5781,-8.17
48818.9648,-7.08
48867.3867,-7.01
48915.2656,-6.54
48962.3906,-7.57
49012.3008,-7.67
49063.2695,-7.59
49114.6094,-8.17
49166.7695,-7.28
49217.6055,-8.05
49269.4883,-7.64
49321.5430,-8.39
49374.6875,-7.36
49425.7578,-7.96
49477.1680,-7.16
49526.3398,-6.75
49574.6211,-7.54
49624.2930,-7.45
49673.0312,-6.10
49720.7617,-7.70
49770.2188,-7.67
49820.1133,-6.30
49868.6797,-7.67
49918.4375,-7.49
49969.7734,-8.18
50021.6250,-7.06
50070.9141,-6.64
50118.2812,-6.96
50165.8828,-6.50
50212.3320,-7.02
50260.7617,-7.53
50311.4062,-7.50
50361.8672,-7.06
50410.5820,-7.05
50458.0586,-5.64
50503.3242,-7.17
50551.1289,-7.43
50601.9258,-8.11
50652.4727,-6.25
50700.5898,-7.02
50748.6914,-7.48
50797.7109,-6.59
50846.2617,-7.50
50895.8438,-7.37
50945.4062,-6.69
50993.1172,-6.71
51040.8008,-7.84
51092.3438,-7.38
51142.7539,-7.38
51192.8867,-7.22
51242.3477,-6.95
51290.6719,-7.02
51339.1523,-6.77
51386.9727,-7.21
51435.7031,-6.61
51482.7852,-6.42
51528.4727,-5.98
51574.8008,-7.41
51622.4570,-6.57
51670.8984,-7.35
51718.8594,-6.11
51765.2383,-6.64
51811.3008,-5.49
51854.3594,-6.81
51901.3789,-6.26
51946.8125,-5.97
51989.6562,-4.62
52032.0547,-6.36
52074.9102,-5.24
52117.3633,-6.23
52162.7773,-7.27
52211.7422,-6.32
52258.2695,-6.86
52305.2383,-6.32
52351.8867,-6.75
52398.0625,-6.07
52443.0195,-5.66
52487.6367,-7.04
52534.5234,-5.97
52579.5000,-6.35
52624.8633,-5.28
52667.9922,-6.72
52713.3906,-6.11
52757.0664,-4.61
52799.2617,-6.11
52842.5742,-6.18
52887.6641,-6.62
52934.6328,-6.82
52982.1641,-6.33
53026.1523,-4.25
53067.4688,-5.75
53109.5156,-6.18
53153.2773,-5.08
53194.9180,-5.41
53236.6484,-5.03
53277.6445,-5.18
53318.3555,-4.95
53358.8828,-4.92
53399.0742,-4.99
53439.7344,-5.29
53482.0469,-6.18
53526.2422,-6.30
53571.4648,-6.08
53617.3125,-7.19
53665.6602,-6.87
53713.8750,-6.66
53760.9297,-5.54
53803.9766,-6.25
53848.4336,-5.54
53892.6523,-6.52
53937.7734,-6.25
53983.9922,-6.67
54030.5625,-6.50
54077.6055,-6.98
54124.9648,-5.66
54168.8594,-5.96
54213.0234,-5.83
54256.4062,-5.42
54300.6797,-7.04
54347.4922,-6.90
54395.8750,-6.86
54444.6133,-7.40
54494.5508,-7.40
54544.4648,-6.79
54593.7695,-7.62
54644.8203,-7.90
54696.9414,-7.37
54748.0000,-7.39
54797.0000,-5.94
54843.1797,-6.60
54889.7227,-6.76
54937.1484,-6.14
54982.2852,-5.79
55026.7773,-6.93
55074.3633,-6.82
55121.6289,-6.04
55168.1797,-7.05
55215.8203,-6.85
55263.6094,-6.34
55310.4023,-6.59
55358.3828,-7.81
55408.6914,-6.79
55457.5938,-6.77
55505.4531,-6.81
55553.6367,-7.19
55603.2070,-7.37
55653.9805,-7.91
55707.1992,-8.33
55761.3320,-7.32
55812.6211,-7.35
55863.8281,-8.13
55917.7344,-8.38
55971.2539,-6.75
56022.8438,-8.67
56076.2383,-7.37
56128.3242,-7.29
56177.8047,-6.52
56225.8945,-6.88
56275.2070,-8.08
56326.3906,-6.63
56375.6953,-7.00
56424.3750,-7.10
56473.8086,-7.21
56523.1641,-6.64
56570.9062,-6.46
56618.1289,-7.61
56668.9414,-6.52
56716.4766,-7.18
56766.1406,-6.36
56812.3203,-6.13
56857.9062,-6.56
56903.4688,-5.32
56948.1797,-6.83
56993.9883,-6.25
57040.5195,-6.37
57085.9570,-5.72
57129.7852,-5.20
57171.6367,-5.99
57215.6953,-4.97
57257.5781,-5.70
57300.1367,-5.58
57345.7344,-7.79
57394.6172,-6.66
57442.6914,-5.97
57487.7969,-5.75
57531.9258,-6.43
57578.1875,-6.61
57625.2734,-5.83
57669.0312,-5.23
57712.8438,-6.95
57760.0898,-7.16
57809.2812,-6.82
57857.2422,-6.23
57903.5781,-6.20
57948.9297,-5.97
57993.8555,-6.10
58038.6094,-5.25
58080.9844,-6.57
58126.7695,-5.28
58170.1914,-5.98
58212.1719,-4.42
58254.1523,-6.03
58296.5781,-5.03
58338.0938,-4.92
58379.2070,-5.86
58422.4062,-5.66
58466.8242,-6.42
58510.5430,-4.83
58552.1914,-4.60
58591.6016,-5.19
58633.2227,-5.44
58675.6953,-5.64
58717.8008,-4.89
58759.9961,-5.93
58803.2422,-5.80
58847.2344,-6.08
58892.1328,-5.78
58936.1328,-5.90
58980.2305,-5.80
59024.1211,-5.71
59067.4062,-5.41
59110.0117,-5.36
59152.6641,-7.08
59201.4883,-4.53
59241.6289,-6.16
59286.0508,-6.26
59332.9336,-7.30
59380.8594,-6.10
59425.8945,-4.82
59468.8672,-6.28
59513.5234,-6.55
59560.2266,-6.19
59605.9297,-5.85
59650.5000,-7.15
59699.7461,-6.90
59747.4883,-5.32
59791.0938,-5.90
59834.8750,-5.92
59879.0469,-5.72
59924.5000,-7.27
59972.4023,-6.35
60019.9414,-6.78
60067.6875,-6.67
60115.7578,-7.25
60165.8398,-7.33
60216.3477,-6.92
60265.2930,-6.66
60313.1992,-7.48
60364.4062,-6.97
60413.5586,-6.25
60459.7383,-7.25
60509.8320,-6.73
60557.6719,-6.07
60602.8906,-5.79
60648.5039,-7.22
60697.0156,-6.91
60746.5742,-7.24
60796.9492,-7.52
60847.4961,-6.68
60896.0117,-6.45
60943.9102,-7.13
60993.8320,-7.77
61044.5195,-6.43
61093.6445,-7.13
61142.4531,-6.86
61191.7539,-7.09
61241.5508,-7.32
61292.2344,-7.39
61342.9297,-7.01
61394.0898,-8.11
61447.0469,-7.60
61499.2266,-6.96
61549.7539,-7.44
61601.1328,-7.77
61653.6953,-7.52
61705.6680,-7.26
61757.0195,-7.62
61809.3164,-7.77
61862.8750,-8.37
61918.7500,-8.22
61974.4961,-8.94
62033.2930,-8.17
62089.0234,-7.94
62143.5664,-8.05
62198.3867,-8.19
62254.2148,-8.60
62311.7188,-8.86
62370.5820,-8.57
62427.9570,-7.25
62479.7734,-8.91
62538.7383,-8.89
62598.1523,-8.85
62657.0703,-8.53
62714.7070,-8.24
62771.3164,-9.17
62832.2109,-9.47
62894.0898,-8.60
62952.7656,-8.41
63012.0156,-10.19
63079.1367,-9.27
63141.0586,-9.22
63202.9414,-9.41
63265.0312,-8.95
63325.6562,-9.30
63387.5469,-9.05
63448.2148,-8.83
63507.5664,-8.49
63563.9297,-6.68
63615.0000,-6.82
63665.7383,-8.34
63719.6562,-6.63
63770.9414,-8.87
63828.8789,-7.88
63883.6094,-7.86
63937.6680,-7.12
63989.0898,-7.45
64042.2695,-8.53
64100.1406,-9.08
64159.9023,-8.38
64218.4023,-8.78
64277.7773,-9.32
64339.8828,-8.71
64398.9492,-8.24
64456.7852,-8.82
64516.2852,-9.11
64577.2305,-8.40
64635.3750,-9.24
64696.7656,-8.30
64755.9609,-9.34
64817.4492,-9.01
64878.8672,-8.82
64939.0859,-8.89
64998.4062,-7.72
65053.8555,-7.72
65110.7930,-9.77
65173.0781,-8.36
65232.0664,-9.03
65293.1445,-8.67
65353.3438,-9.14
65415.3438,-9.42
65478.5625,-8.79
65539.4141,-9.56
65602.8359,-8.46
65663.0625,-9.00
65724.3047,-9.36
65787.8047,-9.59
65852.0625,-8.78
65913.8906,-9.29
65976.9297,-9.58
66041.9219,-9.48
66106.2969,-9.17
66170.1328,-9.81
66236.1953,-9.20
66299.2109,-9.11
66361.5312,-8.83
66423.0469,-9.04
66484.8203,-7.85
66541.3672,-9.71
66605.9922,-8.67
66667.1094,-8.46
66726.9688,-9.21
66789.8516,-9.23
66852.6562,-8.50
66913.3750,-9.01
66975.6250,-9.61
67040.9453,-8.82
67103.0547,-9.39
67167.1172,-9.26
67231.3516,-9.44
67296.0156,-8.86
67358.1406,-8.90
67420.6094,-9.40
67484.8984,-8.78
67545.8125,-7.81
67603.7422,-9.11
67665.8203,-9.12
67729.4297,-9.32
67792.9688,-7.12
67847.8203,-8.87
67908.3984,-8.60
67968.9219,-8.27
68028.5938,-9.06
68091.4844,-9.63
68158.1172,-9.51
68224.2500,-9.31
68289.4453,-7.79
68345.9219,-8.04
68403.3594,-7.92
68460.1641,-7.59
68516.5234,-8.15
68573.8828,-7.77
68631.1094,-8.60
68691.5391,-8.14
68751.1797,-9.42
68815.5547,-8.96
68879.3359,-8.92
68942.7031,-9.71
69009.4688,-8.85
69074.0078,-9.67
69140.8828,-8.75
69203.6875,-9.22
69268.0547,-8.99
69332.0000,-8.89
69394.4141,-7.26
69450.3672,-8.49
69510.6406,-8.80
69572.5234,-8.34
69632.2344,-6.91
69685.7500,-7.58
69741.4766,-7.27
69796.2891,-7.94
69854.1562,-8.07
69912.5703,-7.49
69969.2344,-7.69
70025.3594,-7.34
70080.8047,-7.72
70137.2266,-6.79
70189.5781,-6.66
70241.2734,-7.55
70296.4219,-6.28
70347.1953,-6.69
70398.6250,-6.61
70449.8828,-6.41
70499.5156,-5.20
70545.8750,-6.04
70594.0078,-5.61
70640.9922,-5.63
70687.8047,-5.05
70732.5703,-5.50
70778.7109,-5.53
70825.6016,-5.98
70873.1172,-5.41
70922.0703,-7.72
70976.4062,-7.27
71030.2500,-5.25
71078.4219,-7.09
71130.4922,-6.41
71181.5312,-6.21
71231.3203,-6.01
71280.3516,-6.04
71330.0547,-7.05
71383.3984,-7.19
71438.0156,-6.78
71490.7422,-6.88
71543.5234,-5.85
71592.4141,-6.71
71644.6250,-6.84
71697.4922,-6.65
71750.0625,-7.00
71803.6172,-6.90
71856.8203,-6.60
71909.6953,-7.09
71963.8594,-7.28
72018.7891,-6.94
72074.0547,-8.05
72132.0703,-7.05
72187.1719,-7.59
72244.2344,-7.30
72300.9219,-8.24
72362.87,-8.89
72426.08,-7.90
72486.28,-8.14
72546.88,-8.32
72608.30,-8.19
72668.74,-7.66
72727.26,-7.60
72785.02,-7.63
72842.85,-7.42
72899.48,-7.17
72955.60,-7.66
73011.97,-6.58
73066.10,-6.89
73119.42,-6.51
73172.02,-6.45
73225.09,-7.55
73280.54,-6.16
73332.70,-7.10
73387.26,-6.45
73439.54,-7.39
73495.48,-5.53
73544.63,-6.91
73598.15,-6.23
73649.64,-6.23
73700.62,-6.11
73751.65,-6.62
73803.73,-6.04
73854.45,-5.97
73902.83,-4.21
73947.32,-5.39
73994.03,-5.52
74041.90,-5.56
74089.90,-4.83
74135.20,-5.70
74182.82,-4.51
74227.62,-5.06
74273.88,-5.86
74321.52,-4.92
74368.17,-5.15
74414.06,-4.97
74459.32,-4.47
74502.55,-3.52
74543.44,-4.64
74587.23,-4.08
74629.61,-4.44
74673.95,-5.59
74720.84,-5.29
74768.27,-5.26
74815.85,-5.72
74863.96,-5.34
74912.68,-6.11
74961.69,-5.19
75011.16,-6.67
75062.73,-6.22
75114.44,-5.86
75164.71,-5.82
75214.69,-5.98
75265.18,-6.10
75316.04,-5.99
75367.54,-6.62
75420.62,-6.67
75474.13,-6.22
75527.07,-6.96
75581.68,-6.52
75635.71,-7.41
75693.32,-6.78
75748.80,-7.60
75807.89,-7.94
75868.15,-7.43
75926.47,-6.77
75982.08,-6.99
76037.83,-6.38
76090.91,-6.31
76143.87,-7.51
76201.99,-6.91
76258.08,-6.75
76312.42,-6.10
76365.05,-6.28
76419.48,-8.09
76477.77,-5.99
76531.49,-6.98
76586.77,-6.10
76638.92,-6.38
76692.25,-7.18
76749.42,-6.95
76805.52,-6.65
76860.79,-6.89
76915.71,-6.21
76968.87,-6.06
77020.83,-6.03
77072.64,-6.12
77125.36,-6.78
77178.80,-5.16
77228.80,-6.38
77280.83,-5.77
77331.75,-5.66
77382.30,-6.31
77435.44,-7.08
77492.34,-6.43
77546.39,-6.46
77600.94,-7.04
77657.68,-7.05
77714.67,-6.81
77770.50,-6.38
77825.13,-6.69
77880.08,-6.44
77934.54,-6.60
77989.44,-5.94
78041.27,-6.20
78094.45,-6.63
78148.91,-5.69
78200.18,-5.75
78252.40,-7.40
78309.68,-6.64
78364.29,-5.25
78414.92,-5.61
78465.40,-6.12
78517.63,-6.13
78569.60,-5.34
78619.98,-5.67
78670.02,-5.45
78719.32,-4.92
78767.39,-5.10
78816.68,-6.32
78868.11,-5.41
78918.97,-5.64
78969.40,-5.67
79021.81,-7.15
79076.47,-5.02
79127.20,-6.06
79178.20,-5.13
79228.33,-6.27
79279.67,-4.44
79326.86,-4.88
79373.62,-4.76
79421.44,-5.59
79470.38,-4.96
79520.26,-6.29
79570.99,-4.71
79620.72,-5.99
79669.82,-4.26
79716.24,-4.06
79762.08,-5.57
79810.45,-5.13
79859.90,-5.44
79909.99,-5.77
79960.92,-5.45
80010.77,-4.86
80058.95,-4.92
80106.60,-4.90
80153.27,-3.80
80198.49,-5.96
80249.02,-4.62
80296.81,-5.39
80345.93,-4.37
80391.91,-4.91
80439.66,-5.26
80489.02,-5.01
80537.35,-5.04
80585.72,-4.86
80633.13,-4.38
80679.18,-4.66
80726.18,-5.14
80773.98,-4.49
80820.94,-4.69
80868.63,-5.52
80917.50,-4.74
80966.48,-5.50
81016.05,-5.28
81065.36,-4.72
81114.07,-5.49
81164.08,-5.63
81214.65,-5.05
81263.56,-4.65
81310.09,-3.91
81355.08,-4.35
81400.97,-5.26
81449.98,-5.21
81498.97,-4.37
81545.28,-4.37
81591.03,-4.37
81636.92,-4.80
81683.03,-2.65
81724.66,-4.14
81766.97,-3.38
81810.48,-4.21
81854.51,-4.07
81899.09,-3.93
81943.42,-5.03
81991.86,-4.26
82037.39,-4.59
82083.62,-3.71
82128.08,-4.74
82173.70,-3.85
82218.38,-3.91
82261.15,-2.97
82302.57,-3.12
82343.35,-3.63
82385.79,-2.96
82426.81,-3.59
82469.20,-3.87
82511.71,-3.04
82554.43,-4.40
82598.70,-3.59
82641.84,-2.01
82679.60,-3.79
82721.38,-3.58
82763.31,-2.77
82804.43,-3.48
82846.16,-3.74
82889.40,-3.73
82932.31,-3.14
82974.44,-3.95
83016.03,-2.49
83057.29,-3.52
83098.01,-2.48
83137.17,-2.65
83176.39,-2.76
83215.91,-2.83
83255.28,-2.47
83294.13,-2.30
83332.76,-3.68
83374.83,-3.41
83417.36,-3.56
83460.43,-4.04
83503.44,-2.84
83544.89,-4.09
83589.32,-3.63
83632.20,-3.37
83674.68,-3.71
83716.28,-2.56
83756.46,-2.51
83796.14,-4.69
83842.59,-3.39
83885.10,-3.93
83928.76,-3.44
83970.30,-2.41
84011.68,-4.08
84053.99,-3.36
84097.09,-4.17
84141.94,-3.28
84184.40,-4.89
84231.46,-3.81
84276.48,-4.25
84322.04,-4.45
84367.27,-3.46
84411.01,-3.58
84454.52,-4.30
84499.51,-3.84
84543.97,-4.07
84588.88,-3.59
84631.81,-3.30
84674.46,-3.88
84718.63,-4.32
84765.08,-5.00
84812.61,-4.24
84858.24,-3.25
84902.82,-5.35
84951.34,-4.62
84999.28,-4.32
85045.87,-4.64
85093.45,-4.87
85142.02,-4.26
85187.62,-2.64
85229.18,-4.84
85275.85,-4.67
85323.70,-4.49
85371.13,-4.64
85419.40,-5.23
85467.76,-4.00
85515.35,-5.05
85563.70,-4.97
85613.15,-4.99
85661.99,-4.49
85710.04,-4.76
85758.88,-5.43
85809.58,-5.33
85860.64,-5.27
85911.49,-5.25
85961.51,-4.57
86010.16,-4.77
86058.78,-5.02
86107.56,-4.39
86156.61,-5.86
86208.29,-5.23
86259.86,-5.30
86310.98,-5.33
86361.87,-4.98
86412.92,-5.81
86465.54,-5.68
86519.18,-5.99
86573.83,-6.25
86629.75,-6.32
86685.53,-4.75
86735.40,-6.09
86790.24,-5.79
86844.16,-6.07
86898.84,-5.32
86951.92,-6.53
87007.78,-5.67
87063.12,-6.61
87120.96,-7.17
87182.13,-7.60
87246.05,-7.53
87309.76,-6.57
87368.07,-5.49
87423.10,-6.65
87480.84,-6.99
87541.26,-6.46
87599.33,-6.84
87657.58,-5.57
87714.20,-7.44
87773.63,-5.85
87830.63,-6.97
87890.56,-6.52
87948.52,-6.04
88004.30,-5.80
88058.91,-5.75
88114.14,-6.59
88171.78,-6.52
88229.79,-5.94
88285.91,-6.88
88345.53,-5.81
88401.20,-6.42
88459.30,-7.01
88518.37,-5.69
88574.45,-6.15
88630.63,-6.27
88687.61,-5.69
88741.86,-5.26
88794.09,-5.61
88847.46,-5.10
88899.35,-5.53
88952.11,-5.10
89005.10,-6.44
89061.89,-6.29
89118.81,-5.64
89174.12,-6.09
89230.18,-6.16
89286.44,-4.67
89336.43,-4.89
89386.87,-5.12
89438.34,-4.84
89488.66,-5.05
89539.94,-5.25
89592.45,-6.23
89649.56,-6.11
89705.06,-4.76
89756.82,-5.17
89808.44,-5.22
89860.99,-5.52
89913.45,-4.70
89963.23,-3.89
90011.55,-5.01
90061.99,-5.39
90114.85,-5.46
90168.27,-5.40
90221.69,-5.46
90273.65,-3.98
90324.04,-6.37
90379.63,-5.86
90435.59,-5.32
90488.73,-4.91
90539.84,-6.77
90600.48,-6.59
90660.24,-6.38
90718.98,-6.21
90776.70,-5.92
90833.03,-5.64
90887.80,-4.88
90938.97,-5.16
90991.42,-5.67
91046.39,-5.71
91101.14,-5.16
91155.50,-6.60
91213.17,-5.76
91270.36,-6.34
91328.02,-5.87
91384.62,-5.82
91440.72,-6.73
91499.66,-4.22
91550.40,-4.95
91601.99,-5.59
91656.78,-6.04
91713.76,-6.19
91770.63,-5.27
91825.31,-5.68
91880.25,-5.61
91935.07,-4.90
91986.99,-5.30
92040.40,-5.35
92094.17,-5.33
92148.18,-5.76
92203.96,-5.85
92260.07,-5.63
92315.21,-5.27
92367.78,-4.13
92418.29,-5.19
92470.66,-5.63
92524.79,-4.87
92577.31,-5.09
92629.06,-4.21
92679.45,-5.90
92734.47,-4.69
92785.87,-4.91
92837.64,-4.88
92889.34,-4.80
92940.72,-5.37
92995.19,-6.05
93051.45,-4.60
93103.82,-5.32
93156.98,-5.16
93210.86,-5.59
93264.34,-4.38
93315.04,-4.23
93364.40,-4.57
93414.25,-4.47
93464.64,-4.78
93517.03,-5.92
93572.01,-5.05
93625.57,-4.88
93676.42,-3.53
93725.17,-5.54
93777.86,-4.73
93829.61,-4.44
93879.97,-4.78
93931.34,-4.85
93983.11,-4.67
94034.10,-4.34
94083.75,-4.39
94133.33,-4.14
94182.09,-4.22
94231.80,-5.61
94286.36,-3.99
94335.00,-4.60
94385.83,-5.41
94440.42,-4.24
94489.67,-4.93
94542.12,-4.95
94594.75,-5.05
94648.56,-6.12
94705.11,-4.68
94757.12,-3.94
94804.57,-2.73
94848.69,-3.02
94892.68,-4.17
94941.20,-3.41
94986.93,-3.63
95033.77,-4.42
95083.44,-4.14
95132.43,-4.11
95181.60,-4.82
95233.57,-5.38
95288.26,-4.94
95341.08,-5.03
95394.45,-5.33
95448.86,-4.98
95502.10,-4.92
95555.35,-5.36
95608.96,-4.54
95661.34,-5.02
95714.35,-5.26
95767.38,-4.22
95818.85,-4.96
95871.43,-5.30
95923.68,-3.23
95972.27,-4.78
96023.93,-5.86
96079.34,-4.14
96130.17,-4.80
96181.80,-4.32
96231.77,-3.73
96279.99,-4.60
96331.20,-5.23
96385.31,-4.87
96438.05,-3.69
96485.79,-5.84
96543.02,-5.15
96597.23,-4.73
96648.96,-3.82
96698.75,-5.46
96752.36,-4.29
96804.03,-4.80
96855.49,-4.24
96906.44,-4.72
96958.09,-4.70
97011.40,-5.71
97064.92,-3.56
97115.91,-5.11
97167.23,-4.22
97218.23,-4.32
97268.36,-4.22
97318.54,-4.37
97368.76,-4.17
97419.64,-5.05
97472.44,-4.83
97524.65,-3.84
97575.18,-5.46
97629.36,-4.73
97682.42,-4.86
97735.06,-3.41
97782.53,-4.20
97832.45,-4.80
97885.14,-5.13
97939.62,-5.03
97993.61,-4.78
98045.95,-3.82
98095.20,-4.46
98145.99,-4.16
98196.92,-5.44
98250.82,-3.68
98301.64,-5.35
98355.28,-4.63
98408.24,-4.59
98459.35,-3.73
98509.38,-4.64
98559.54,-3.68
98609.75,-4.82
98662.33,-5.33
98717.48,-5.15
98772.07,-4.54
98825.32,-5.30
98879.88,-4.47
98932.62,-5.66
98989.80,-4.32
99040.95,-4.70
99093.70,-4.67
99147.21,-5.87
99205.23,-5.59
99262.59,-5.16
99317.88,-4.71
99372.00,-5.28
99427.17,-5.06
99481.99,-4.70
99535.03,-4.20
99585.96,-5.21
99641.21,-4.20
99692.05,-4.17
99742.69,-4.58
99795.04,-4.53
99848.13,-5.61
99903.93,-4.30
99957.25,-5.03
100010.47,-4.32
100062.33,-4.07
100113.72,-4.88
100166.27,-4.33
100217.86,-3.89
100268.68,-4.75
100320.96,-4.48
100373.78,-4.76
100426.31,-3.79
100476.82,-4.67
100528.82,-4.02
100579.99,-5.00
100634.16,-4.57
100687.10,-4.45
100739.34,-4.30
100790.88,-4.29
100842.23,-3.92
100892.51,-5.13
100947.75,-4.92
101002.85,-5.16
101058.33,-4.90
101112.52,-4.24
101164.82,-4.37
101216.02,-3.79
101265.68,-3.54
101314.72,-4.04
101363.11,-2.79
101410.18,-3.45
101458.38,-4.51
101509.27,-3.88
101560.92,-4.84
101613.92,-4.47
101667.35,-4.69
101720.31,-4.09
101772.44,-4.64
101825.28,-4.34
101877.75,-4.34
101929.93,-4.26
101982.19,-5.02
102037.54,-4.59
102091.10,-4.41
102143.74,-4.24
102196.11,-4.90
102252.17,-6.18
102311.62,-4.74
102367.90,-4.84
102423.12,-5.13
102479.28,-4.87
102534.71,-4.77
102589.64,-5.45
102647.18,-4.32
102701.69,-5.51
102759.58,-5.58
102818.78,-5.54
102877.74,-5.24
102935.40,-4.80
102991.00,-5.95
103052.15,-5.74
103113.35,-6.22
103175.19,-5.29
103234.47,-6.97
103301.87,-6.74
103368.19,-6.26
103432.90,-7.35
103502.79,-6.98
103570.94,-6.45
103636.65,-7.29
103705.47,-5.83
103769.62,-6.89
103836.12,-5.69
103897.55,-6.25
103960.65,-5.72
104022.25,-5.67
104083.48,-6.78
104150.07,-6.16
104212.47,-4.57
104270.33,-5.64
104330.17,-5.94
104392.41,-5.48
104452.53,-5.47
104512.29,-5.29
104571.97,-5.75
104632.95,-5.25
104691.82,-4.59
104747.61,-4.90
104804.40,-4.88
104861.11,-4.64
104917.66,-5.15
104975.42,-4.98
105032.73,-4.02
105085.95,-4.85
105143.07,-5.49
105203.51,-5.60
105263.83,-4.87
105321.85,-4.79
105379.05,-5.18
105437.81,-4.89
105495.12,-4.64
105551.52,-4.75
105608.38,-4.90
105666.17,-5.16
105725.10,-5.26
105784.72,-5.13
105843.87,-5.27
105902.02,-3.54
105955.56,-4.48
106010.62,-4.82
106066.94,-4.11
106122.00,-4.51
106177.62,-4.60
106233.79,-3.94
106287.17,-3.94
106340.39,-4.16
106394.38,-3.68
106446.75,-3.94
106499.35,-3.33
106550.42,-3.59
106601.29,-3.01
106651.42,-3.72
106703.57,-4.15
106758.92,-5.17
106817.56,-4.83
106876.10,-4.63
106933.30,-4.03
106987.75,-4.82
107045.90,-4.29
107102.59,-5.00
107161.89,-5.32
107222.79,-5.06
